Area,Date,Discharged,Fatal,Hosp_require,Hosp_severe,Positive,Tested
Ibaraki,2020-10-09,633,17,50,5,700,12878
Tochigi,2020-10-09,421,1,23,0,443,33095
Gunma,2020-10-09,688,19,40,5,747,24420
Saitama,2020-10-09,4507,102,342,6,4951,152490
Chiba,2020-10-09,3832,72,328,14,4232,104100
Tokyo,2020-10-09,24986,421,1913,21,27320,500147
Kanagawa,2020-10-09,6763,149,496,19,7408,167935
Niigata,2020-10-09,169,0,7,0,176,16176
Toyama,2020-10-09,389,26,7,0,422,13250
Ishikawa,2020-10-09,712,47,21,0,780,14182
Fukui,2020-10-09,233,11,5,0,249,10074
Yamanashi,2020-10-09,182,6,9,1,196,10962
Nagano,2020-10-09,306,1,11,0,318,20010
Gifu,2020-10-09,609,10,13,2,632,24022
Shizuoka,2020-10-09,539,2,24,0,565,37352
Aichi,2020-10-09,5136,89,268,12,5493,83343
Mie,2020-10-09,492,7,36,1,535,13981
Shiga,2020-10-09,489,8,14,0,511,12692
Kyoto,2020-10-09,1719,27,63,2,1809,45380
Osaka,2020-10-09,10378,221,445,23,11057,199072
Hyogo,2020-10-09,2672,59,134,12,2865,60098
Nara,2020-10-09,559,9,27,0,595,21963
Wakayama,2020-10-09,234,4,8,0,249,9647
Tottori,2020-10-09,33,0,3,0,36,5517
Shimane,2020-10-09,140,0,0,0,140,5907
Okayama,2020-10-09,152,1,8,3,163,8654
Hiroshima,2020-10-09,547,3,65,0,620,22098
Yamaguchi,2020-10-09,197,2,9,1,208,10465
Tokushima,2020-10-09,131,9,0,0,149,7069
Kagawa,2020-10-09,91,2,0,0,93,11409
Ehime,2020-10-09,108,6,1,0,115,4175
Kochi,2020-10-09,134,4,0,0,138,3528
Fukuoka,2020-10-09,4925,99,64,6,5077,142188
Saga,2020-10-09,247,0,3,0,248,6267
Nagasaki,2020-10-09,233,3,3,0,239,19716
Kumamoto,2020-10-09,566,8,57,0,652,17242
Oita,2020-10-09,155,2,1,0,158,17988
Miyazaki,2020-10-09,344,1,0,0,344,8656
Kagoshima,2020-10-09,413,12,31,0,447,20254
Okinawa,2020-10-09,2391,48,275,9,2710,43113
Hokkaido,2020-10-10,2012,107,204,0,2323,63459
Aomori,2020-10-10,35,1,1,0,37,2590
Iwate,2020-10-10,23,0,1,0,24,4599
Miyagi,2020-10-10,414,2,58,1,474,11312
Akita,2020-10-10,53,0,5,0,58,2309
Yamagata,2020-10-10,76,1,4,0,81,5281
Fukushima,2020-10-10,240,4,58,4,302,22541
Ibaraki,2020-10-10,636,17,53,5,706,12878
Tochigi,2020-10-10,422,1,23,0,445,33337
Gunma,2020-10-10,692,19,44,5,755,24642
Saitama,2020-10-10,4533,102,416,6,5051,152675
Chiba,2020-10-10,3871,72,325,13,4268,104558
Tokyo,2020-10-10,25144,421,2004,24,27569,503424
Kanagawa,2020-10-10,6825,150,496,19,7471,167935
Niigata,2020-10-10,169,0,8,0,177,16216
Toyama,2020-10-10,389,26,7,0,422,13250
Ishikawa,2020-10-10,712,47,21,0,780,14335
Fukui,2020-10-10,233,11,5,0,249,10179
Yamanashi,2020-10-10,182,6,9,1,196,10962
Nagano,2020-10-10,306,1,13,0,320,20010
Gifu,2020-10-10,612,10,11,1,633,24135
Shizuoka,2020-10-10,539,2,24,0,565,37352
Aichi,2020-10-10,5155,89,260,11,5504,83697
Mie,2020-10-10,497,7,31,0,535,13981
Shiga,2020-10-10,489,8,17,0,514,12804
Kyoto,2020-10-10,1719,27,63,2,1809,45380
Osaka,2020-10-10,10430,223,443,23,11109,200492
Hyogo,2020-10-10,2685,59,137,12,2881,60473
Nara,2020-10-10,560,9,26,0,595,21963
Wakayama,2020-10-10,234,4,8,0,249,9667
Tottori,2020-10-10,33,0,3,0,36,5527
Shimane,2020-10-10,140,0,0,0,140,5925
Okayama,2020-10-10,152,1,8,3,163,8654
Hiroshima,2020-10-10,562,3,57,0,625,22098
Yamaguchi,2020-10-10,197,2,10,1,209,10572
Tokushima,2020-10-10,131,9,0,0,149,7085
Kagawa,2020-10-10,91,2,0,0,93,11478
Ehime,2020-10-10,108,6,1,0,115,4175
Kochi,2020-10-10,134,4,0,0,138,3533
Fukuoka,2020-10-10,4926,99,76,6,5101,143150
Saga,2020-10-10,247,0,3,0,248,6280
Nagasaki,2020-10-10,233,3,4,0,239,19842
Kumamoto,2020-10-10,574,8,55,0,673,17381
Oita,2020-10-10,155,2,1,0,158,18121
Miyazaki,2020-10-10,344,1,0,0,344,8656
Kagoshima,2020-10-10,413,12,31,0,447,20254
Okinawa,2020-10-10,2417,48,268,8,2729,44109
Hokkaido,2020-10-11,2029,107,211,0,2347,64209
Aomori,2020-10-11,35,1,1,0,37,2590
Iwate,2020-10-11,23,0,1,0,24,4599
Miyagi,2020-10-11,420,2,62,1,484,11436
Akita,2020-10-11,53,0,5,0,59,2309
Yamagata,2020-10-11,76,1,4,0,81,5283
Fukushima,2020-10-11,240,4,70,4,314,22904
Ibaraki,2020-10-11,639,17,53,5,709,12878
Tochigi,2020-10-11,424,1,23,0,445,33448
Gunma,2020-10-11,692,19,44,5,759,24772
Saitama,2020-10-11,4573,102,407,8,5082,152740
Chiba,2020-10-11,3889,73,349,13,4311,104962
Tokyo,2020-10-11,25209,421,2085,24,27715,503424
Kanagawa,2020-10-11,6862,150,496,19,7508,167935
Niigata,2020-10-11,169,0,10,0,179,16249
Toyama,2020-10-11,389,26,7,0,422,13250
Ishikawa,2020-10-11,712,47,21,0,780,14384
Fukui,2020-10-11,234,11,4,0,249,10194
Yamanashi,2020-10-11,182,6,9,1,196,10962
Nagano,2020-10-11,307,1,12,0,320,20010
Gifu,2020-10-11,612,10,12,1,634,24149
Shizuoka,2020-10-11,539,2,24,0,565,37352
Aichi,2020-10-11,5179,90,256,10,5525,84316
Mie,2020-10-11,500,7,30,0,537,14087
Shiga,2020-10-11,490,8,16,0,514,12837
Kyoto,2020-10-11,1719,27,63,2,1809,45380
Osaka,2020-10-11,10448,223,470,24,11154,201310
Hyogo,2020-10-11,2693,59,141,11,2893,60792
Nara,2020-10-11,563,9,27,0,599,21963
Wakayama,2020-10-11,234,4,8,0,249,9683
Tottori,2020-10-11,34,0,2,0,36,5528
Shimane,2020-10-11,140,0,0,0,140,5930
Okayama,2020-10-11,152,1,8,3,163,8654
Hiroshima,2020-10-11,568,3,55,0,627,22098
Yamaguchi,2020-10-11,197,2,10,1,209,10628
Tokushima,2020-10-11,131,9,0,0,149,7085
Kagawa,2020-10-11,91,2,1,0,94,11526
Ehime,2020-10-11,108,6,1,0,115,4175
Kochi,2020-10-11,134,4,1,0,139,3540
Fukuoka,2020-10-11,4926,99,76,6,5101,143502
Saga,2020-10-11,247,0,3,0,248,6282
Nagasaki,2020-10-11,233,3,3,0,239,19903
Kumamoto,2020-10-11,590,8,70,1,690,17694
Oita,2020-10-11,155,2,1,0,158,18138
Miyazaki,2020-10-11,344,1,0,0,344,8656
Kagoshima,2020-10-11,413,12,31,0,447,20254
Okinawa,2020-10-11,2436,48,260,7,2740,44353
Hokkaido,2020-10-12,2050,107,221,0,2378,65059
Aomori,2020-10-12,36,1,2,0,39,2613
Iwate,2020-10-12,23,0,1,0,24,4676
Miyagi,2020-10-12,427,2,57,1,486,11525
Akita,2020-10-12,53,0,6,0,59,2336
Yamagata,2020-10-12,77,1,3,0,81,5294
Fukushima,2020-10-12,242,5,70,3,317,23132
Ibaraki,2020-10-12,644,17,49,5,710,12963
Tochigi,2020-10-12,428,1,18,0,444,33493
Gunma,2020-10-12,703,19,37,5,761,24875
Saitama,2020-10-12,4625,102,373,9,5100,155260
Chiba,2020-10-12,3923,73,326,12,4322,106036
Tokyo,2020-10-12,25358,421,2014,25,27793,510031
Kanagawa,2020-10-12,6878,151,508,23,7537,171238
Niigata,2020-10-12,170,0,9,0,179,16303
Toyama,2020-10-12,392,26,4,0,422,13428
Ishikawa,2020-10-12,712,47,21,0,780,14400
Fukui,2020-10-12,234,11,4,0,249,10203
Yamanashi,2020-10-12,189,6,2,1,197,11030
Nagano,2020-10-12,310,1,9,0,320,20176
Gifu,2020-10-12,615,10,10,1,635,24152
Shizuoka,2020-10-12,552,2,13,0,567,37686
Aichi,2020-10-12,5193,91,255,9,5539,84673
Mie,2020-10-12,505,7,30,0,538,14179
Shiga,2020-10-12,491,8,16,0,515,12916
Kyoto,2020-10-12,1738,27,86,2,1851,46473
Osaka,2020-10-12,10520,224,423,22,11180,202192
Hyogo,2020-10-12,2713,59,133,11,2905,61103
Nara,2020-10-12,565,9,26,1,600,22343
Wakayama,2020-10-12,235,4,7,0,249,9755
Tottori,2020-10-12,34,0,2,0,36,5535
Shimane,2020-10-12,140,0,0,0,140,5932
Okayama,2020-10-12,152,1,8,3,163,8654
Hiroshima,2020-10-12,569,3,57,1,642,24559
Yamaguchi,2020-10-12,198,2,9,1,209,10670
Tokushima,2020-10-12,131,9,0,0,149,7096
Kagawa,2020-10-12,91,2,1,0,94,11526
Ehime,2020-10-12,108,6,1,0,115,4189
Kochi,2020-10-12,134,4,1,0,139,3540
Fukuoka,2020-10-12,4937,99,69,6,5105,144216
Saga,2020-10-12,248,0,2,0,248,6296
Nagasaki,2020-10-12,233,3,3,0,241,19974
Kumamoto,2020-10-12,590,8,70,1,690,17694
Oita,2020-10-12,155,2,1,0,158,18143
Miyazaki,2020-10-12,344,1,0,0,344,8672
Kagoshima,2020-10-12,428,12,27,0,456,20585
Okinawa,2020-10-12,2448,49,261,6,2754,44764
Hokkaido,2020-10-13,2073,107,210,0,2390,65584
Aomori,2020-10-13,36,1,2,0,39,2619
Iwate,2020-10-13,23,0,1,0,24,4682
Miyagi,2020-10-13,442,2,47,1,491,11617
Akita,2020-10-13,54,0,5,0,59,2349
Yamagata,2020-10-13,77,1,3,0,81,5298
Fukushima,2020-10-13,247,5,67,3,319,23265
Ibaraki,2020-10-13,648,17,45,5,710,13060
Tochigi,2020-10-13,430,1,15,0,444,33555
Gunma,2020-10-13,703,19,39,4,763,25367
Saitama,2020-10-13,4649,102,380,10,5131,157456
Chiba,2020-10-13,3947,74,325,12,4346,106437
Tokyo,2020-10-13,25562,423,1974,27,27959,515503
Kanagawa,2020-10-13,6925,151,515,18,7591,172457
Niigata,2020-10-13,170,0,9,0,179,16452
Toyama,2020-10-13,393,26,3,0,422,13531
Ishikawa,2020-10-13,715,47,20,0,782,14607
Fukui,2020-10-13,234,11,4,0,249,10254
Yamanashi,2020-10-13,189,6,2,1,197,11057
Nagano,2020-10-13,313,2,6,0,320,20367
Gifu,2020-10-13,617,10,9,1,636,24420
Shizuoka,2020-10-13,554,2,11,0,567,37931
Aichi,2020-10-13,5228,91,238,8,5557,85912
Mie,2020-10-13,505,7,30,0,542,14328
Shiga,2020-10-13,494,8,16,0,518,13058
Kyoto,2020-10-13,1743,27,93,2,1863,46776
Osaka,2020-10-13,10572,224,437,21,11249,204301
Hyogo,2020-10-13,2720,59,134,15,2913,61514
Nara,2020-10-13,568,9,26,1,603,22589
Wakayama,2020-10-13,235,4,10,1,252,9793
Tottori,2020-10-13,35,0,1,0,36,5539
Shimane,2020-10-13,140,0,0,0,140,5943
Okayama,2020-10-13,152,1,8,3,164,8654
Hiroshima,2020-10-13,577,3,60,1,641,24634
Yamaguchi,2020-10-13,198,2,9,1,209,10725
Tokushima,2020-10-13,131,9,0,0,149,7104
Kagawa,2020-10-13,91,2,3,0,96,11827
Ehime,2020-10-13,108,6,1,0,115,4192
Kochi,2020-10-13,134,4,1,0,139,3542
Fukuoka,2020-10-13,4937,99,69,7,5105,145841
Saga,2020-10-13,248,0,3,0,249,6322
Nagasaki,2020-10-13,233,3,3,0,241,20210
Kumamoto,2020-10-13,606,8,66,1,714,17813
Oita,2020-10-13,155,2,1,0,158,18432
Miyazaki,2020-10-13,344,1,0,0,344,8677
Kagoshima,2020-10-13,432,12,24,0,456,20797
Okinawa,2020-10-13,2487,49,237,7,2769,45025
Hokkaido,2020-10-14,2096,107,207,1,2410,66373
Aomori,2020-10-14,36,1,4,0,41,2720
Iwate,2020-10-14,23,0,2,0,25,4715
Miyagi,2020-10-14,452,2,45,1,499,11735
Akita,2020-10-14,58,0,1,0,59,2349
Yamagata,2020-10-14,77,1,3,0,81,5319
Fukushima,2020-10-14,250,5,69,3,324,23712
Ibaraki,2020-10-14,658,18,39,4,715,13091
Tochigi,2020-10-14,431,1,15,0,452,33701
Gunma,2020-10-14,707,19,37,4,763,25758
Saitama,2020-10-14,4674,102,401,9,5177,160093
Chiba,2020-10-14,3986,74,317,12,4377,107131
Tokyo,2020-10-14,25846,425,1865,25,28136,520982
Kanagawa,2020-10-14,7011,153,515,17,7679,174913
Niigata,2020-10-14,173,0,6,0,179,16561
Toyama,2020-10-14,394,26,2,0,422,13702
Ishikawa,2020-10-14,718,47,21,0,786,14881
Fukui,2020-10-14,234,11,4,0,249,10299
Yamanashi,2020-10-14,190,6,3,1,199,11097
Nagano,2020-10-14,315,3,4,0,320,20539
Gifu,2020-10-14,618,10,10,1,638,24608
Shizuoka,2020-10-14,556,2,10,0,568,38416
Aichi,2020-10-14,5258,91,232,10,5581,86751
Mie,2020-10-14,512,7,23,0,542,14421
Shiga,2020-10-14,496,8,15,0,519,13160
Kyoto,2020-10-14,1753,27,112,1,1892,47233
Osaka,2020-10-14,10623,224,447,21,11310,206198
Hyogo,2020-10-14,2738,59,130,13,2927,61917
Nara,2020-10-14,569,9,27,1,605,22780
Wakayama,2020-10-14,235,4,10,1,252,9838
Tottori,2020-10-14,35,0,1,0,36,5541
Shimane,2020-10-14,140,0,0,0,140,5962
Okayama,2020-10-14,152,1,8,3,168,8654
Hiroshima,2020-10-14,594,3,45,1,642,24784
Yamaguchi,2020-10-14,199,2,8,1,209,10742
Tokushima,2020-10-14,140,9,0,0,149,7122
Kagawa,2020-10-14,91,2,3,0,96,11948
Ehime,2020-10-14,108,6,1,0,115,4204
Kochi,2020-10-14,134,4,1,0,139,3554
Fukuoka,2020-10-14,4943,99,70,7,5112,147207
Saga,2020-10-14,248,0,3,0,249,6335
Nagasaki,2020-10-14,233,3,3,0,241,20360
Kumamoto,2020-10-14,615,8,70,1,720,18020
Oita,2020-10-14,155,2,1,0,158,18654
Miyazaki,2020-10-14,344,1,0,0,344,8692
Kagoshima,2020-10-14,432,12,24,0,456,21051
Okinawa,2020-10-14,2500,51,240,8,2787,45430
Hokkaido,2020-10-15,2129,107,194,1,2430,67282
Aomori,2020-10-15,36,1,20,0,57,2888
Iwate,2020-10-15,23,0,2,0,25,4796
Miyagi,2020-10-15,461,2,41,1,504,11985
Akita,2020-10-15,58,0,1,0,59,2354
Yamagata,2020-10-15,77,1,3,0,81,5326
Fukushima,2020-10-15,255,5,72,3,332,24007
Ibaraki,2020-10-15,664,18,37,4,719,13121
Tochigi,2020-10-15,435,1,17,0,453,34014
Gunma,2020-10-15,710,19,34,4,764,25946
Saitama,2020-10-15,4709,102,423,9,5234,160965
Chiba,2020-10-15,4019,75,336,12,4430,109745
Tokyo,2020-10-15,26091,427,1902,25,28420,526696
Kanagawa,2020-10-15,7062,153,543,19,7758,176654
Niigata,2020-10-15,173,0,7,0,180,16688
Toyama,2020-10-15,396,26,0,0,422,13796
Ishikawa,2020-10-15,721,47,19,0,787,15040
Fukui,2020-10-15,234,11,5,0,249,10331
Yamanashi,2020-10-15,190,6,3,1,199,11139
Nagano,2020-10-15,315,3,4,0,320,20700
Gifu,2020-10-15,619,10,11,1,640,24739
Shizuoka,2020-10-15,557,2,13,0,572,38804
Aichi,2020-10-15,5287,91,218,10,5596,87290
Mie,2020-10-15,515,7,22,0,544,14421
Shiga,2020-10-15,496,8,16,0,520,13209
Kyoto,2020-10-15,1755,27,116,1,1898,47653
Osaka,2020-10-15,10671,224,450,21,11361,208217
Hyogo,2020-10-15,2764,60,122,13,2946,62442
Nara,2020-10-15,571,9,27,2,607,22972
Wakayama,2020-10-15,235,4,12,1,254,9858
Tottori,2020-10-15,35,0,1,0,36,5543
Shimane,2020-10-15,140,0,0,0,140,5980
Okayama,2020-10-15,155,1,12,2,168,8654
Hiroshima,2020-10-15,597,3,43,1,644,24965
Yamaguchi,2020-10-15,201,2,6,1,209,10769
Tokushima,2020-10-15,140,9,0,0,149,7130
Kagawa,2020-10-15,91,2,3,0,96,12082
Ehime,2020-10-15,108,6,1,0,115,4215
Kochi,2020-10-15,134,4,2,0,140,3565
Fukuoka,2020-10-15,4953,99,73,7,5125,148398
Saga,2020-10-15,248,0,3,0,249,6369
Nagasaki,2020-10-15,234,3,2,0,241,20496
Kumamoto,2020-10-15,625,8,74,0,726,18138
Oita,2020-10-15,155,2,1,0,158,18834
Miyazaki,2020-10-15,365,1,1,0,366,8699
Kagoshima,2020-10-15,432,12,24,0,456,21218
Okinawa,2020-10-15,2519,51,260,9,2826,45857
Hokkaido,2020-10-16,2166,107,187,1,2460,68209
Aomori,2020-10-16,36,1,46,1,83,2975
Iwate,2020-10-16,23,0,3,0,26,4874
Miyagi,2020-10-16,463,2,43,1,508,12111
Akita,2020-10-16,58,0,1,0,59,2361
Yamagata,2020-10-16,78,1,2,0,81,5335
Fukushima,2020-10-16,259,6,78,2,343,24370
Ibaraki,2020-10-16,673,18,32,4,723,13174
Tochigi,2020-10-16,437,1,19,0,458,34074
Gunma,2020-10-16,712,19,35,4,766,26175
Saitama,2020-10-16,4778,102,406,9,5286,163004
Chiba,2020-10-16,4037,76,360,13,4473,110522
Tokyo,2020-10-16,26306,431,1867,25,28604,532530
Kanagawa,2020-10-16,7120,153,570,19,7843,178657
Niigata,2020-10-16,176,0,4,0,180,16808
Toyama,2020-10-16,396,26,1,0,423,13903
Ishikawa,2020-10-16,721,47,20,0,788,15179
Fukui,2020-10-16,234,11,9,0,254,10331
Yamanashi,2020-10-16,191,6,2,0,199,11173
Nagano,2020-10-16,315,3,7,0,323,20863
Gifu,2020-10-16,619,10,13,1,642,24856
Shizuoka,2020-10-16,558,2,15,0,575,39100
Aichi,2020-10-16,5305,91,219,10,5615,87811
Mie,2020-10-16,515,7,22,0,544,14558
Shiga,2020-10-16,497,8,15,0,520,13221
Kyoto,2020-10-16,1761,27,119,1,1907,48126
Osaka,2020-10-16,10715,226,457,19,11414,210358
Hyogo,2020-10-16,2776,60,124,14,2960,62910
Nara,2020-10-16,572,9,29,2,610,23057
Wakayama,2020-10-16,236,4,11,1,254,9887
Tottori,2020-10-16,36,0,0,0,36,5548
Shimane,2020-10-16,140,0,0,0,140,6000
Okayama,2020-10-16,155,1,12,2,170,8654
Hiroshima,2020-10-16,599,3,44,1,646,25370
Yamaguchi,2020-10-16,203,2,4,1,209,10853
Tokushima,2020-10-16,140,9,0,0,149,7143
Kagawa,2020-10-16,91,2,4,0,97,12231
Ehime,2020-10-16,108,6,2,0,116,4227
Kochi,2020-10-16,134,4,2,0,140,3565
Fukuoka,2020-10-16,4973,99,66,7,5138,149523
Saga,2020-10-16,249,0,3,0,250,6431
Nagasaki,2020-10-16,235,3,2,0,241,20608
Kumamoto,2020-10-16,637,8,69,0,735,18258
Oita,2020-10-16,155,2,2,0,159,19043
Miyazaki,2020-10-16,365,1,1,0,366,8703
Kagoshima,2020-10-16,439,12,20,0,462,21290
Okinawa,2020-10-16,2547,54,258,10,2855,46732
Hokkaido,2020-10-17,2184,108,199,1,2491,68951
Aomori,2020-10-17,36,1,63,1,100,3045
Iwate,2020-10-17,23,0,3,0,26,4874
Miyagi,2020-10-17,470,2,50,1,522,12197
Akita,2020-10-17,58,0,1,0,59,2361
Yamagata,2020-10-17,78,1,2,0,81,5335
Fukushima,2020-10-17,266,6,87,2,359,24626
Ibaraki,2020-10-17,676,18,31,3,725,13174
Tochigi,2020-10-17,439,1,19,0,463,34330
Gunma,2020-10-17,712,19,38,4,769,26309
Saitama,2020-10-17,4812,103,416,9,5331,163276
Chiba,2020-10-17,4078,76,351,12,4505,110818
Tokyo,2020-10-17,26474,434,1931,23,28839,535672
Kanagawa,2020-10-17,7169,154,570,19,7893,178657
Niigata,2020-10-17,176,0,4,0,180,16836
Toyama,2020-10-17,396,26,1,0,423,13903
Ishikawa,2020-10-17,722,47,24,0,793,15311
Fukui,2020-10-17,234,11,9,0,254,10331
Yamanashi,2020-10-17,191,6,2,0,199,11173
Nagano,2020-10-17,317,4,8,0,326,20863
Gifu,2020-10-17,620,10,12,1,642,24976
Shizuoka,2020-10-17,558,2,15,0,575,39100
Aichi,2020-10-17,5316,91,229,9,5636,88536
Mie,2020-10-17,525,7,17,0,549,14646
Shiga,2020-10-17,499,8,15,0,522,13286
Kyoto,2020-10-17,1761,27,119,1,1907,48126
Osaka,2020-10-17,10754,227,467,19,11464,211968
Hyogo,2020-10-17,2802,60,116,17,2978,63270
Nara,2020-10-17,574,9,30,2,613,23057
Wakayama,2020-10-17,236,4,12,1,255,9917
Tottori,2020-10-17,36,0,0,0,36,5548
Shimane,2020-10-17,140,0,0,0,140,6017
Okayama,2020-10-17,155,1,12,2,172,8654
Hiroshima,2020-10-17,604,4,40,1,649,25370
Yamaguchi,2020-10-17,203,2,4,1,209,10853
Tokushima,2020-10-17,140,9,0,0,158,7162
Kagawa,2020-10-17,91,2,5,0,98,12344
Ehime,2020-10-17,108,6,2,0,116,4240
Kochi,2020-10-17,135,4,1,0,140,3575
Fukuoka,2020-10-17,4976,99,64,6,5139,150417
Saga,2020-10-17,249,0,5,0,252,6495
Nagasaki,2020-10-17,235,3,3,0,241,20708
Kumamoto,2020-10-17,652,8,68,0,740,18369
Oita,2020-10-17,155,2,2,0,159,19186
Miyazaki,2020-10-17,365,1,1,0,366,8703
Kagoshima,2020-10-17,439,12,20,0,462,21290
Okinawa,2020-10-17,2547,54,258,10,2855,46732
Hokkaido,2020-10-18,2199,108,211,2,2518,69832
Aomori,2020-10-18,36,1,67,1,104,3071
Iwate,2020-10-18,23,0,3,0,26,4874
Miyagi,2020-10-18,479,2,43,1,524,12291
Akita,2020-10-18,58,0,1,0,59,2361
Yamagata,2020-10-18,78,1,2,0,81,5338
Fukushima,2020-10-18,272,6,84,2,362,24897
Ibaraki,2020-10-18,680,18,30,2,728,13174
Tochigi,2020-10-18,439,1,19,0,465,34469
Gunma,2020-10-18,712,19,38,4,774,26336
Saitama,2020-10-18,4837,103,431,9,5371,163381
Chiba,2020-10-18,4107,76,347,10,4530,111109
Tokyo,2020-10-18,26577,436,1958,24,28971,535672
Kanagawa,2020-10-18,7218,154,570,19,7942,178657
Niigata,2020-10-18,176,0,4,0,180,16849
Toyama,2020-10-18,396,26,1,0,423,13903
Ishikawa,2020-10-18,723,47,25,0,795,15397
Fukui,2020-10-18,234,11,11,0,256,10331
Yamanashi,2020-10-18,191,6,2,0,199,11173
Nagano,2020-10-18,317,4,8,0,326,20863
Gifu,2020-10-18,620,10,12,1,642,24987
Shizuoka,2020-10-18,558,2,15,0,575,39100
Aichi,2020-10-18,5341,91,232,9,5664,88963
Mie,2020-10-18,525,7,17,0,549,14646
Shiga,2020-10-18,503,8,13,0,524,13298
Kyoto,2020-10-18,1761,27,119,1,1907,48126
Osaka,2020-10-18,10807,227,464,20,11514,212793
Hyogo,2020-10-18,2814,61,120,18,2995,63557
Nara,2020-10-18,576,9,28,2,613,23057
Wakayama,2020-10-18,241,4,7,1,255,9924
Tottori,2020-10-18,36,0,0,0,36,5548
Shimane,2020-10-18,140,0,0,0,140,6023
Okayama,2020-10-18,155,1,12,2,173,8654
Hiroshima,2020-10-18,606,4,39,1,649,25370
Yamaguchi,2020-10-18,205,2,2,1,209,10947
Tokushima,2020-10-18,140,9,0,0,158,7188
Kagawa,2020-10-18,93,2,4,0,99,12432
Ehime,2020-10-18,108,6,2,0,116,4240
Kochi,2020-10-18,135,4,1,0,140,3586
Fukuoka,2020-10-18,4976,99,64,6,5139,150735
Saga,2020-10-18,249,0,5,0,252,6545
Nagasaki,2020-10-18,235,3,3,0,241,20757
Kumamoto,2020-10-18,660,8,66,0,744,18430
Oita,2020-10-18,155,2,2,0,159,19203
Miyazaki,2020-10-18,365,1,1,0,366,8703
Kagoshima,2020-10-18,463,12,18,0,463,21290
Okinawa,2020-10-18,2593,55,274,8,2918,47630
Hokkaido,2020-10-19,2221,108,213,2,2542,70302
Aomori,2020-10-19,36,1,85,2,122,3217
Iwate,2020-10-19,23,0,3,0,26,4915
Miyagi,2020-10-19,482,2,42,1,526,12334
Akita,2020-10-19,59,0,0,0,59,2384
Yamagata,2020-10-19,78,1,2,0,81,5370
Fukushima,2020-10-19,273,6,90,2,369,25322
Ibaraki,2020-10-19,681,18,29,2,728,13174
Tochigi,2020-10-19,440,1,25,0,466,34491
Gunma,2020-10-19,717,19,38,4,785,26435
Saitama,2020-10-19,4901,103,389,7,5393,165689
Chiba,2020-10-19,4135,76,337,9,4548,113355
Tokyo,2020-10-19,26810,436,1800,24,29046,541987
Kanagawa,2020-10-19,7255,154,556,23,7965,182376
Niigata,2020-10-19,177,0,3,0,180,16905
Toyama,2020-10-19,396,26,0,0,422,14003
Ishikawa,2020-10-19,726,47,22,0,795,15422
Fukui,2020-10-19,236,11,9,0,256,10562
Yamanashi,2020-10-19,191,6,2,0,199,11252
Nagano,2020-10-19,317,4,8,1,326,21163
Gifu,2020-10-19,620,10,14,1,644,24988
Shizuoka,2020-10-19,564,2,14,0,580,39592
Aichi,2020-10-19,5361,91,233,10,5685,89287
Mie,2020-10-19,525,7,17,0,549,14763
Shiga,2020-10-19,506,8,13,0,527,13359
Kyoto,2020-10-19,1780,27,121,0,1928,49179
Osaka,2020-10-19,10867,227,445,16,11555,213697
Hyogo,2020-10-19,2831,61,116,18,3008,63825
Nara,2020-10-19,581,9,23,2,613,23285
Wakayama,2020-10-19,241,4,7,1,255,9940
Tottori,2020-10-19,36,0,0,0,36,5559
Shimane,2020-10-19,140,0,0,0,140,6033
Okayama,2020-10-19,155,1,12,2,173,8654
Hiroshima,2020-10-19,606,4,40,1,650,25370
Yamaguchi,2020-10-19,205,2,2,1,209,11045
Tokushima,2020-10-19,140,9,9,0,159,7230
Kagawa,2020-10-19,93,2,4,0,99,12515
Ehime,2020-10-19,108,6,2,0,116,4246
Kochi,2020-10-19,135,4,1,0,140,3587
Fukuoka,2020-10-19,4977,100,65,5,5142,151512
Saga,2020-10-19,249,0,5,0,252,6617
Nagasaki,2020-10-19,235,3,3,0,242,20834
Kumamoto,2020-10-19,669,8,60,0,746,18505
Oita,2020-10-19,155,3,1,0,159,19211
Miyazaki,2020-10-19,365,1,1,0,366,8720
Kagoshima,2020-10-19,463,12,18,0,463,21449
Okinawa,2020-10-19,2608,55,295,9,2954,47970
Hokkaido,2020-10-20,2246,108,205,2,2559,70602
Aomori,2020-10-20,36,1,97,2,134,3292
Iwate,2020-10-20,23,0,3,0,26,4920
Miyagi,2020-10-20,487,2,40,1,529,12420
Akita,2020-10-20,59,0,1,0,60,2385
Yamagata,2020-10-20,79,1,1,0,81,5455
Fukushima,2020-10-20,280,6,83,2,369,25607
Ibaraki,2020-10-20,682,18,30,2,730,13450
Tochigi,2020-10-20,442,1,29,0,471,34579
Gunma,2020-10-20,729,19,37,4,797,26713
Saitama,2020-10-20,4914,103,409,10,5426,165888
Chiba,2020-10-20,4175,76,337,9,4588,113803
Tokyo,2020-10-20,27038,437,1710,24,29185,548184
Kanagawa,2020-10-20,7333,154,525,23,8012,181055
Niigata,2020-10-20,177,0,3,0,180,17023
Toyama,2020-10-20,396,26,0,0,422,14109
Ishikawa,2020-10-20,726,47,22,0,795,15522
Fukui,2020-10-20,237,11,8,0,256,10592
Yamanashi,2020-10-20,192,6,1,0,199,11267
Nagano,2020-10-20,318,4,7,1,326,21361
Gifu,2020-10-20,622,10,15,1,647,25188
Shizuoka,2020-10-20,565,2,13,0,580,40000
